State FIPS Code,County FIPS Code,Postal Code,Name,"Poverty Estimate, All Ages",90% CI Lower Bound,90% CI Upper Bound,"Poverty Percent, All Ages",90% CI Lower Bound,90% CI Upper Bound,"Poverty Estimate, Age 0-17",90% CI Lower Bound,90% CI Upper Bound,"Poverty Percent, Age 0-17",90% CI Lower Bound,90% CI Upper Bound,"Poverty Estimate, Age 5-17 in Families",90% CI Lower Bound,90% CI Upper Bound,"Poverty Percent, Age 5-17 in Families",90% CI Lower Bound,90% CI Upper Bound,Median Household Income,90% CI Lower Bound,90% CI Upper Bound,"Poverty Estimate, Age 0-4",90% CI Lower Bound,90% CI Upper Bound,"Poverty Percent, Age 0-4",90% CI Lower Bound,90% CI Upper Bound
4,12,AZ,La Paz County,"4,643","3,664","5,622",23.2,18.3,28.1,"1,276",993,"1,559",36.9,28.7,45.1,863,645,"1,081",34,25.4,42.6,33994.00,"31,251","36,737",.,.,.,.,.,.
4,13,AZ,Maricopa County,"696,086","675,233","716,939",17.6,17.1,18.1,"251,406","240,867","261,945",25.1,24,26.2,"174,616","166,469","182,763",24,22.9,25.1,52066.00,"51,495","52,637",.,.,.,.,.,.
4,15,AZ,Mohave County,"42,044","36,494","47,594",21.3,18.5,24.1,"12,908","10,497","15,319",34,27.6,40.4,"8,452","6,578","10,326",30.1,23.4,36.8,38560.00,"36,545","40,575",.,.,.,.,.,.
4,17,AZ,Navajo County,"33,422","30,059","36,785",31.8,28.6,35,"12,908","11,320","14,496",43.1,37.8,48.4,"9,296","8,089","10,503",42.4,36.9,47.9,37182.00,"34,614","39,750",.,.,.,.,.,.
4,19,AZ,Pima County,"187,646","176,216","199,076",19.3,18.1,20.5,"57,164","51,315","63,013",26.5,23.8,29.2,"37,056","32,662","41,450",23.7,20.9,26.5,43926.00,"42,800","45,052",.,.,.,.,.,.
4,21,AZ,Pinal County,"60,575","53,481","67,669",16.7,14.7,18.7,"23,243","20,033","26,453",24.3,20.9,27.7,"15,874","13,448","18,300",22.5,19.1,25.9,49887.00,"47,703","52,071",.,.,.,.,.,.
4,23,AZ,Santa Cruz County,"10,528","8,289","12,767",22.7,17.9,27.5,"4,653","3,583","5,723",34.7,26.7,42.7,"3,211","2,371","4,051",32.4,23.9,40.9,35753.00,"32,352","39,154",.,.,.,.,.,.
4,25,AZ,Yavapai County,"34,732","30,018","39,446",16.4,14.2,18.6,"9,122","7,294","10,950",24.4,19.5,29.3,"6,118","4,660","7,576",21.6,16.4,26.8,40486.00,"38,437","42,535",.,.,.,.,.,.
4,27,AZ,Yuma County,"37,000","31,608","42,392",19.2,16.4,22,"15,601","12,953","18,249",29.4,24.4,34.4,"10,963","8,812","13,114",28.8,23.1,34.5,40498.00,"38,437","42,559",.,.,.,.,.,.
5,0,AR,Arkansas,"557,399","545,273","569,525",19.4,19,19.8,"197,129","190,244","204,014",28.3,27.3,29.3,"132,920","126,907","138,933",26.4,25.2,27.6,40605.00,"39,921","41,289","60,285","56,772","63,798",32.1,30.2,34
5,1,AR,Arkansas County,"3,650","2,954","4,346",19.8,16,23.6,"1,258",997,"1,519",29.6,23.5,35.7,809,604,"1,014",26.8,20,33.6,38497.00,"35,211","41,783",.,.,.,.,.,.
5,3,AR,Ashley County,"4,607","3,737","5,477",21.9,17.8,26,"1,745","1,412","2,078",35.4,28.6,42.2,"1,164",892,"1,436",32.9,25.2,40.6,36479.00,"33,236","39,722",.,.,.,.,.,.
5,5,AR,Baxter County,"6,288","4,986","7,590",15.6,12.4,18.8,"1,946","1,497","2,395",27,20.8,33.2,"1,300",957,"1,643",24,17.7,30.3,36082.00,"33,443","38,721",.,.,.,.,.,.
5,7,AR,Benton County,"27,393","23,588","31,198",11.7,10.1,13.3,"10,873","9,006","12,740",17.1,14.2,20,"7,466","6,060","8,872",16.1,13.1,19.1,56518.00,"54,167","58,869",.,.,.,.,.,.
5,9,AR,Boone County,"6,358","5,182","7,534",17.2,14,20.4,"2,202","1,732","2,672",26.5,20.8,32.2,"1,470","1,107","1,833",24,18.1,29.9,38410.00,"35,832","40,988",.,.,.,.,.,.
5,11,AR,Bradley County,"2,987","2,406","3,568",27,21.8,32.2,"1,039",825,"1,253",39.8,31.6,48,732,566,898,39.4,30.5,48.3,31733.00,"28,600","34,866",.,.,.,.,.,.
5,13,AR,Calhoun County,954,755,"1,153",18.9,15,22.8,238,185,291,25.9,20.1,31.7,165,122,208,24.2,17.9,30.5,37497.00,"33,758","41,236",.,.,.,.,.,.
5,15,AR,Carroll County,"6,096","5,156","7,036",22.2,18.8,25.6,"2,259","1,864","2,654",36.7,30.3,43.1,"1,604","1,305","1,903",35,28.5,41.5,34109.00,"31,026","37,192",.,.,.,.,.,.
5,17,AR,Chicot County,"3,431","2,753","4,109",32.4,26,38.8,"1,210",944,"1,476",46.6,36.4,56.8,814,611,"1,017",44.7,33.6,55.8,28006.00,"25,316","30,696",.,.,.,.,.,.
5,19,AR,Clark County,"4,542","3,613","5,471",22.7,18.1,27.3,"1,351","1,070","1,632",31.1,24.6,37.6,945,732,"1,158",29.4,22.8,36,36517.00,"33,469","39,565",.,.,.,.,.,.
5,21,AR,Clay County,"3,035","2,431","3,639",20,16,24,943,741,"1,145",29.5,23.2,35.8,635,481,789,25.9,19.6,32.2,33488.00,"30,527","36,449",.,.,.,.,.,.
5,23,AR,Cleburne County,"4,121","3,310","4,932",16.3,13.1,19.5,"1,309","1,029","1,589",26.4,20.8,32,891,680,"1,102",24.1,18.4,29.8,41612.00,"38,197","45,027",.,.,.,.,.,.
5,25,AR,Cleveland County,"1,445","1,133","1,757",17,13.3,20.7,526,407,645,26,20.1,31.9,361,270,452,23.2,17.3,29.1,42414.00,"38,332","46,496",.,.,.,.,.,.
5,27,AR,Columbia County,"5,241","4,269","6,213",23.2,18.9,27.5,"1,649","1,309","1,989",32.1,25.5,38.7,"1,162",897,"1,427",31.4,24.2,38.6,36927.00,"33,489","40,365",.,.,.,.,.,.
5,29,AR,Conway County,"4,411","3,702","5,120",21.1,17.7,24.5,"1,595","1,315","1,875",33.1,27.3,38.9,"1,025",799,"1,251",29.1,22.7,35.5,38145.00,"35,026","41,264",.,.,.,.,.,.
5,31,AR,Craighead County,"19,502","16,920","22,084",20,17.4,22.6,"7,174","6,030","8,318",28.9,24.3,33.5,"4,609","3,714","5,504",25.9,20.9,30.9,41608.00,"38,647","44,569",.,.,.,.,.,.
5,33,AR,Crawford County,"11,666","9,854","13,478",19.2,16.2,22.2,"4,273","3,512","5,034",27.9,22.9,32.9,"3,134","2,557","3,711",27,22,32,39384.00,"37,114","41,654",.,.,.,.,.,.
5,35,AR,Crittenden County,"11,579","9,564","13,594",23.6,19.5,27.7,"4,993","3,968","6,018",36.1,28.7,43.5,"3,311","2,521","4,101",33.2,25.3,41.1,37726.00,"35,403","40,049",.,.,.,.,.,.
5,37,AR,Cross County,"3,546","2,795","4,297",20.6,16.2,25,"1,315","1,020","1,610",31.3,24.3,38.3,927,694,"1,160",30.4,22.7,38.1,35438.00,"32,037","38,839",.,.,.,.,.,.
5,39,AR,Dallas County,"1,606","1,231","1,981",21.4,16.4,26.4,603,464,742,36.9,28.4,45.4,408,303,513,34.7,25.8,43.6,32591.00,"29,613","35,569",.,.,.,.,.,.
5,41,AR,Desha County,"4,216","3,620","4,812",34,29.2,38.8,"1,519","1,255","1,783",47.5,39.2,55.8,"1,009",796,"1,222",43.1,34,52.2,30241.00,"27,342","33,140",.,.,.,.,.,.
5,43,AR,Drew County,"4,411","3,649","5,173",24.8,20.5,29.1,"1,354","1,079","1,629",32.7,26.1,39.3,891,675,"1,107",29.6,22.4,36.8,35249.00,"31,849","38,649",.,.,.,.,.,.
5,45,AR,Faulkner County,"17,175","14,779","19,571",14.9,12.8,17,"5,586","4,607","6,565",19.7,16.3,23.1,"3,413","2,631","4,195",16.6,12.8,20.4,49936.00,"46,273","53,599",.,.,.,.,.,.
5,47,AR,Franklin County,"3,671","2,952","4,390",20.7,16.6,24.8,"1,319","1,047","1,591",31.2,24.8,37.6,879,674,"1,084",27.9,21.4,34.4,38874.00,"36,110","41,638",.,.,.,.,.,.
5,49,AR,Fulton County,"2,775","2,199","3,351",22.9,18.1,27.7,992,790,"1,194",40.1,31.9,48.3,683,537,829,36.4,28.6,44.2,33439.00,"30,446","36,432",.,.,.,.,.,.
5,51,AR,Garland County,"21,098","18,563","23,633",22.1,19.4,24.8,"6,899","5,771","8,027",35.1,29.4,40.8,"4,402","3,537","5,267",31.3,25.1,37.5,39057.00,"36,373","41,741",.,.,.,.,.,.
5,53,AR,Grant County,"2,537","2,054","3,020",14.2,11.5,16.9,909,724,"1,094",21.5,17.1,25.9,640,500,780,20.1,15.7,24.5,47089.00,"42,411","51,767",.,.,.,.,.,.
5,55,AR,Greene County,"7,500","6,139","8,861",17.7,14.5,20.9,"2,650","2,086","3,214",25.3,19.9,30.7,"1,738","1,317","2,159",23,17.4,28.6,40840.00,"37,217","44,463",.,.,.,.,.,.
5,57,AR,Hempstead County,"5,071","4,000","6,142",22.9,18.1,27.7,"2,103","1,643","2,563",36.2,28.3,44.1,"1,418","1,064","1,772",34.1,25.6,42.6,33715.00,"30,584","36,846",.,.,.,.,.,.
5,59,AR,Hot Spring County,"5,789","4,673","6,905",18.5,14.9,22.1,"2,079","1,660","2,498",29.8,23.8,35.8,"1,405","1,067","1,743",27.2,20.6,33.8,39927.00,"36,780","43,074",.,.,.,.,.,.
5,61,AR,Howard County,"2,867","2,289","3,445",21.5,17.2,25.8,"1,243","1,001","1,485",35.3,28.4,42.2,835,647,"1,023",32.7,25.3,40.1,32740.00,"29,639","35,841",.,.,.,.,.,.
5,63,AR,Independence County,"6,624","5,416","7,832",18.4,15,21.8,"2,350","1,893","2,807",27.2,21.9,32.5,"1,523","1,165","1,881",24.5,18.7,30.3,37761.00,"34,728","40,794",.,.,.,.,.,.
5,65,AR,Izard County,"2,618","2,059","3,177",20.8,16.4,25.2,759,585,933,31.4,24.2,38.6,520,382,658,28.5,20.9,36.1,33308.00,"30,295","36,321",.,.,.,.,.,.
5,67,AR,Jackson County,"4,266","3,479","5,053",27.5,22.4,32.6,"1,431","1,168","1,694",40.3,32.9,47.7,921,714,"1,128",35.6,27.6,43.6,32923.00,"29,923","35,923",.,.,.,.,.,.
5,69,AR,Jefferson County,"17,615","14,968","20,262",25.8,21.9,29.7,"6,399","5,358","7,440",38,31.8,44.2,"4,579","3,810","5,348",37.1,30.9,43.3,36169.00,"33,372","38,966",.,.,.,.,.,.
5,71,AR,Johnson County,"5,887","4,945","6,829",23.4,19.7,27.1,"2,035","1,647","2,423",32.5,26.3,38.7,"1,336","1,035","1,637",29.9,23.2,36.6,33634.00,"30,467","36,801",.,.,.,.,.,.
5,73,AR,Lafayette County,"1,846","1,465","2,227",26,20.6,31.4,587,459,715,40.3,31.5,49.1,397,297,497,35.7,26.7,44.7,30642.00,"27,861","33,423",.,.,.,.,.,.
5,75,AR,Lawrence County,"3,328","2,625","4,031",20.4,16.1,24.7,"1,257",969,"1,545",33.6,25.9,41.3,874,652,"1,096",30.9,23,38.8,34740.00,"31,749","37,731",.,.,.,.,.,.
5,77,AR,Lee County,"3,391","2,708","4,074",41.1,32.8,49.4,"1,020",803,"1,237",51.7,40.7,62.7,679,512,846,47,35.5,58.5,27068.00,"24,337","29,799",.,.,.,.,.,.
5,79,AR,Lincoln County,"2,851","2,218","3,484",27.6,21.5,33.7,762,593,931,30.3,23.6,37,520,390,650,27.6,20.7,34.5,36062.00,"32,924","39,200",.,.,.,.,.,.
5,81,AR,Little River County,"2,423","1,904","2,942",19.3,15.2,23.4,811,630,992,28.3,22,34.6,552,414,690,25,18.7,31.3,36310.00,"32,832","39,788",.,.,.,.,.,.
5,83,AR,Logan County,"4,034","3,145","4,923",18.7,14.6,22.8,"1,479","1,139","1,819",30.4,23.4,37.4,998,733,"1,263",27.5,20.2,34.8,34090.00,"31,206","36,974",.,.,.,.,.,.
5,85,AR,Lonoke County,"8,803","7,270","10,336",12.6,10.4,14.8,"3,312","2,630","3,994",17.7,14,21.4,"2,256","1,736","2,776",16.2,12.5,19.9,55648.00,"52,867","58,429",.,.,.,.,.,.
5,87,AR,Madison County,"3,141","2,518","3,764",20.2,16.2,24.2,"1,096",855,"1,337",30.2,23.6,36.8,794,608,980,29.7,22.8,36.6,36358.00,"33,648","39,068",.,.,.,.,.,.
5,89,AR,Marion County,"3,090","2,421","3,759",19,14.9,23.1,987,765,"1,209",36,27.9,44.1,654,484,824,32.6,24.1,41.1,34217.00,"31,450","36,984",.,.,.,.,.,.
5,91,AR,Miller County,"8,970","7,553","10,387",21.4,18,24.8,"3,282","2,686","3,878",32,26.2,37.8,"2,148","1,673","2,623",29.8,23.2,36.4,40005.00,"36,713","43,297",.,.,.,.,.,.
5,93,AR,Mississippi County,"11,228","9,479","12,977",25.6,21.6,29.6,"4,638","3,814","5,462",39,32.1,45.9,"3,212","2,609","3,815",36.8,29.9,43.7,34285.00,"31,210","37,360",.,.,.,.,.,.
5,95,AR,Monroe County,"2,176","1,749","2,603",28.7,23.1,34.3,688,536,840,42,32.7,51.3,486,368,604,40.6,30.8,50.4,29870.00,"26,862","32,878",.,.,.,.,.,.
5,97,AR,Montgomery County,"2,038","1,600","2,476",22.4,17.6,27.2,670,522,818,37.5,29.2,45.8,452,336,568,33,24.5,41.5,31763.00,"29,054","34,472",.,.,.,.,.,.
5,99,AR,Nevada County,"1,816","1,385","2,247",21.1,16.1,26.1,645,492,798,32.5,24.8,40.2,437,319,555,30.6,22.4,38.8,33341.00,"30,021","36,661",.,.,.,.,.,.
5,101,AR,Newton County,"1,878","1,487","2,269",23.5,18.6,28.4,625,489,761,39.6,31,48.2,435,330,540,36.2,27.5,44.9,31824.00,"29,285","34,363",.,.,.,.,.,.
5,103,AR,Ouachita County,"6,761","5,824","7,698",27.5,23.7,31.3,"2,454","2,103","2,805",43.6,37.4,49.8,"1,668","1,386","1,950",41.1,34.1,48.1,35006.00,"31,704","38,308",.,.,.,.,.,.
5,105,AR,Perry County,"1,789","1,409","2,169",17.5,13.8,21.2,610,476,744,27.5,21.5,33.5,425,320,530,25.6,19.3,31.9,42328.00,"39,048","45,608",.,.,.,.,.,.
5,107,AR,Phillips County,"7,380","6,104","8,656",36.6,30.3,42.9,"2,890","2,317","3,463",53,42.5,63.5,"1,952","1,494","2,410",50.6,38.7,62.5,25894.00,"23,725","28,063",.,.,.,.,.,.
5,109,AR,Pike County,"2,396","1,945","2,847",21.9,17.8,26,875,693,"1,057",34,26.9,41.1,600,462,738,31.5,24.3,38.7,35592.00,"32,288","38,896",.,.,.,.,.,.
5,111,AR,Poinsett County,"5,853","4,826","6,880",24.7,20.4,29,"2,146","1,743","2,549",37.9,30.8,45,"1,448","1,127","1,769",35.3,27.5,43.1,34113.00,"31,241","36,985",.,.,.,.,.,.
5,113,AR,Polk County,"4,921","4,066","5,776",24.4,20.2,28.6,"1,780","1,446","2,114",37.9,30.8,45,"1,213",954,"1,472",34.8,27.4,42.2,31818.00,"29,490","34,146",.,.,.,.,.,.
5,115,AR,Pope County,"11,743","9,974","13,512",20,17,23,"3,624","2,926","4,322",25.9,20.9,30.9,"2,391","1,871","2,911",23.7,18.6,28.8,39704.00,"36,791","42,617",.,.,.,.,.,.
5,117,AR,Prairie County,"1,609","1,265","1,953",19.6,15.4,23.8,524,410,638,30.4,23.8,37,369,279,459,28.3,21.4,35.2,38921.00,"35,075","42,767",.,.,.,.,.,.
5,119,AR,Pulaski County,"66,197","59,450","72,944",17.3,15.5,19.1,"23,608","20,301","26,915",25.7,22.1,29.3,"15,747","13,183","18,311",24.4,20.4,28.4,46526.00,"44,226","48,826",.,.,.,.,.,.
5,121,AR,Randolph County,"3,904","3,148","4,660",22.6,18.2,27,"1,290","1,018","1,562",34,26.8,41.2,892,682,"1,102",32.1,24.6,39.6,33148.00,"30,551","35,745",.,.,.,.,.,.
5,123,AR,St. Francis County,"8,623","7,088","10,158",37.3,30.7,43.9,"3,059","2,483","3,635",50.2,40.8,59.6,"2,114","1,679","2,549",48.8,38.8,58.8,29011.00,"26,416","31,606",.,.,.,.,.,.
5,125,AR,Saline County,"11,591","9,428","13,754",10.3,8.4,12.2,"4,177","3,312","5,042",15.5,12.3,18.7,"2,947","2,277","3,617",14.7,11.4,18,54921.00,"51,324","58,518",.,.,.,.,.,.
5,127,AR,Scott County,"2,293","1,774","2,812",21.2,16.4,26,920,708,"1,132",35.2,27.1,43.3,611,454,768,31.2,23.2,39.2,32404.00,"29,675","35,133",.,.,.,.,.,.
5,129,AR,Searcy County,"2,053","1,611","2,495",25.9,20.3,31.5,686,531,841,43,33.3,52.7,455,332,578,38,27.7,48.3,27299.00,"24,636","29,962",.,.,.,.,.,.
5,131,AR,Sebastian County,"27,648","24,513","30,783",22.1,19.6,24.6,"10,020","8,602","11,438",32.5,27.9,37.1,"6,663","5,599","7,727",30.1,25.3,34.9,41685.00,"38,401","44,969",.,.,.,.,.,.
5,133,AR,Sevier County,"3,806","3,038","4,574",22.2,17.7,26.7,"1,637","1,272","2,002",32.9,25.6,40.2,"1,062",790,"1,334",29.4,21.8,37,33698.00,"30,561","36,835",.,.,.,.,.,.
5,135,AR,Sharp County,"3,825","2,979","4,671",22.8,17.8,27.8,"1,360","1,052","1,668",38.7,30,47.4,916,680,"1,152",35,26,44,31224.00,"28,955","33,493",.,.,.,.,.,.
5,137,AR,Stone County,"3,247","2,647","3,847",26.2,21.4,31,"1,032",812,"1,252",40.7,32,49.4,731,559,903,38.7,29.6,47.8,27522.00,"24,872","30,172",.,.,.,.,.,.
5,139,AR,Union County,"8,434","7,075","9,793",21,17.6,24.4,"2,955","2,394","3,516",31,25.1,36.9,"2,092","1,650","2,534",30.1,23.7,36.5,38132.00,"34,944","41,320",.,.,.,.,.,.
5,141,AR,Van Buren County,"3,155","2,521","3,789",18.9,15.1,22.7,987,763,"1,211",30,23.2,36.8,692,519,865,28.2,21.2,35.2,35111.00,"31,749","38,473",.,.,.,.,.,.
5,143,AR,Washington County,"43,559","39,326","47,792",20.9,18.9,22.9,"13,977","12,009","15,945",25.9,22.2,29.6,"9,514","7,970","11,058",25.1,21,29.2,43302.00,"40,653","45,951",.,.,.,.,.,.
5,145,AR,White County,"12,831","10,627","15,035",17.2,14.3,20.1,"4,190","3,245","5,135",22.9,17.7,28.1,"2,815","2,083","3,547",21.3,15.8,26.8,43363.00,"40,926","45,800",.,.,.,.,.,.
5,147,AR,Woodruff County,"1,944","1,542","2,346",28,22.2,33.8,637,493,781,41.3,32,50.6,445,335,555,39.1,29.5,48.7,29159.00,"26,236","32,082",.,.,.,.,.,.
5,149,AR,Yell County,"4,245","3,440","5,050",19.7,16,23.4,"1,701","1,337","2,065",31.3,24.6,38,"1,140",865,"1,415",28.7,21.8,35.6,34679.00,"31,537","37,821",.,.,.,.,.,.
6,0,CA,California,"6,328,064","6,276,939","6,379,189",16.8,16.7,16.9,"2,119,056","2,090,844","2,147,268",23.5,23.2,23.8,"1,468,727","1,443,932","1,493,522",22.5,22.1,22.9,60185.00,"59,931","60,439","607,880","594,445","621,315",24.8,24.3,25.3
6,1,CA,Alameda County,"201,303","189,228","213,378",13,12.2,13.8,"52,179","47,057","57,301",15.4,13.9,16.9,"37,025","33,128","40,922",15.3,13.7,16.9,72128.00,"70,566","73,690",.,.,.,.,.,.
6,3,CA,Alpine County,227,178,276,19.7,15.5,23.9,76,59,93,31.9,24.7,39.1,48,36,60,23.8,17.7,29.9,49392.00,"44,466","54,318",.,.,.,.,.,.
6,5,CA,Amador County,"4,746","3,876","5,616",14.3,11.7,16.9,"1,235","1,013","1,457",22.1,18.1,26.1,841,667,"1,015",19.8,15.7,23.9,52357.00,"47,826","56,888",.,.,.,.,.,.
6,7,CA,Butte County,"46,621","42,225","51,017",21.4,19.4,23.4,"11,074","9,172","12,976",25,20.7,29.3,"7,246","5,909","8,583",22.4,18.3,26.5,42395.00,"40,338","44,452",.,.,.,.,.,.
6,9,CA,Calaveras County,"6,617","5,453","7,781",15,12.4,17.6,"1,689","1,338","2,040",21.8,17.3,26.3,"1,194",928,"1,460",19.8,15.4,24.2,52598.00,"48,423","56,773",.,.,.,.,.,.
6,11,CA,Colusa County,"2,749","2,155","3,343",13,10.2,15.8,"1,190",925,"1,455",20,15.5,24.5,837,628,"1,046",19.3,14.5,24.1,48897.00,"44,917","52,877",.,.,.,.,.,.
6,13,CA,Contra Costa County,"116,977","108,232","125,722",10.8,10,11.6,"34,435","30,283","38,587",13.4,11.8,15,"24,490","21,266","27,714",12.7,11,14.4,78909.00,"76,035","81,783",.,.,.,.,.,.
6,15,CA,Del Norte County,"5,794","4,637","6,951",23.7,19,28.4,"1,880","1,489","2,271",32.6,25.8,39.4,"1,241",939,"1,543",30.1,22.8,37.4,38663.00,"35,002","42,324",.,.,.,.,.,.
6,17,CA,El Dorado County,"20,575","17,871","23,279",11.4,9.9,12.9,"5,285","4,396","6,174",13.8,11.5,16.1,"3,549","2,844","4,254",11.9,9.5,14.3,63002.00,"59,034","66,970",.,.,.,.,.,.
6,19,CA,Fresno County,"268,773","257,722","279,824",28.6,27.4,29.8,"115,339","109,983","120,695",42,40.1,43.9,"77,294","72,978","81,610",39.6,37.4,41.8,43741.00,"42,488","44,994",.,.,.,.,.,.
6,21,CA,Glenn County,"5,253","4,271","6,235",19.1,15.5,22.7,"2,131","1,710","2,552",28.5,22.9,34.1,"1,490","1,169","1,811",27.4,21.5,33.3,42129.00,"38,013","46,245",.,.,.,.,.,.
6,23,CA,Humboldt County,"28,159","25,393","30,925",21.5,19.4,23.6,"6,550","5,508","7,592",25.6,21.5,29.7,"4,081","3,239","4,923",22.3,17.7,26.9,40882.00,"37,962","43,802",.,.,.,.,.,.
6,25,CA,Imperial County,"38,067","32,690","43,444",22.7,19.5,25.9,"15,594","12,923","18,265",30.9,25.6,36.2,"11,280","9,237","13,323",31.5,25.8,37.2,40106.00,"37,354","42,858",.,.,.,.,.,.
6,27,CA,Inyo County,"2,839","2,379","3,299",15.7,13.2,18.2,894,719,"1,069",23.1,18.6,27.6,594,455,733,21.6,16.6,26.6,45784.00,"41,900","49,668",.,.,.,.,.,.
6,29,CA,Kern County,"189,029","176,703","201,355",22.7,21.2,24.2,"77,009","70,437","83,581",30.5,27.9,33.1,"52,927","48,232","57,622",29.4,26.8,32,46688.00,"44,658","48,718",.,.,.,.,.,.
6,31,CA,Kings County,"28,877","24,624","33,130",21.8,18.6,25,"11,605","9,755","13,455",28,23.5,32.5,"8,122","6,777","9,467",27.9,23.3,32.5,45794.00,"43,242","48,346",.,.,.,.,.,.
6,33,CA,Lake County,"14,680","12,557","16,803",23.3,19.9,26.7,"4,272","3,530","5,014",33.7,27.8,39.6,"2,724","2,114","3,334",30,23.3,36.7,36973.00,"33,398","40,548",.,.,.,.,.,.
6,35,CA,Lassen County,"4,512","3,655","5,369",19.1,15.5,22.7,"1,095",886,"1,304",19.9,16.1,23.7,734,572,896,18.2,14.2,22.2,50487.00,"46,348","54,626",.,.,.,.,.,.
6,37,CA,Los Angeles County,"1,872,964","1,833,280","1,912,648",19,18.6,19.4,"624,784","606,061","643,507",27.4,26.6,28.2,"439,258","424,932","453,584",26.6,25.7,27.5,54443.00,"53,872","55,014",.,.,.,.,.,.
6,39,CA,Madera County,"33,974","29,397","38,551",23.4,20.3,26.5,"13,563","11,367","15,759",32.2,27,37.4,"9,035","7,378","10,692",29.8,24.3,35.3,41223.00,"38,364","44,082",.,.,.,.,.,.
6,41,CA,Marin County,"21,784","18,694","24,874",8.7,7.5,9.9,"5,417","4,402","6,432",10.3,8.4,12.2,"3,661","2,913","4,409",9.2,7.3,11.1,94347.00,"89,659","99,035",.,.,.,.,.,.
6,43,CA,Mariposa County,"2,875","2,301","3,449",16.4,13.1,19.7,754,588,920,25.5,19.9,31.1,531,399,663,24,18,30,45251.00,"41,189","49,313",.,.,.,.,.,.
6,45,CA,Mendocino County,"17,947","15,469","20,425",20.9,18,23.8,"5,329","4,324","6,334",28.9,23.4,34.4,"3,721","2,950","4,492",28.2,22.4,34,42001.00,"38,861","45,141",.,.,.,.,.,.
6,47,CA,Merced County,"63,843","58,235","69,451",24.8,22.6,27,"26,870","23,981","29,759",34.1,30.4,37.8,"19,157","17,032","21,282",33.4,29.7,37.1,41003.00,"39,110","42,896",.,.,.,.,.,.
6,49,CA,Modoc County,"1,778","1,401","2,155",20,15.8,24.2,598,465,731,33.4,26,40.8,399,298,500,30.2,22.6,37.8,37055.00,"33,408","40,702",.,.,.,.,.,.
6,51,CA,Mono County,"1,636","1,260","2,012",11.8,9.1,14.5,524,408,640,18.7,14.5,22.9,359,269,449,17.8,13.3,22.3,55107.00,"50,052","60,162",.,.,.,.,.,.
6,53,CA,Monterey County,"71,922","64,312","79,532",17.5,15.6,19.4,"27,175","23,747","30,603",24.4,21.3,27.5,"18,587","15,802","21,372",23.8,20.2,27.4,55411.00,"52,444","58,378",.,.,.,.,.,.
6,55,CA,Napa County,"13,141","10,869","15,413",9.7,8,11.4,"4,207","3,335","5,079",13.7,10.9,16.5,"2,876","2,196","3,556",12.6,9.6,15.6,68619.00,"65,099","72,139",.,.,.,.,.,.
6,57,CA,Nevada County,"12,478","10,567","14,389",12.8,10.8,14.8,"3,072","2,445","3,699",17.8,14.2,21.4,"2,137","1,648","2,626",16.3,12.6,20,55246.00,"51,417","59,075",.,.,.,.,.,.
6,59,CA,Orange County,"416,204","397,749","434,659",13.5,12.9,14.1,"134,278","125,924","142,632",18.8,17.6,20,"97,643","91,484","103,802",18.6,17.4,19.8,73827.00,"72,557","75,097",.,.,.,.,.,.
6,61,CA,Placer County,"30,287","26,959","33,615",8.3,7.4,9.2,"8,068","6,652","9,484",9.5,7.8,11.2,"5,207","4,090","6,324",8.1,6.4,9.8,73643.00,"71,033","76,253",.,.,.,.,.,.
6,63,CA,Plumas County,"2,917","2,361","3,473",15.7,12.7,18.7,797,627,967,24.9,19.6,30.2,545,413,677,23.2,17.6,28.8,47645.00,"43,534","51,756",.,.,.,.,.,.
6,65,CA,Riverside County,"392,513","374,665","410,361",17.4,16.6,18.2,"146,552","137,544","155,560",24.2,22.7,25.7,"99,367","92,352","106,382",22.2,20.6,23.8,53909.00,"52,768","55,050",.,.,.,.,.,.
6,67,CA,Sacramento County,"272,592","258,772","286,412",18.9,17.9,19.9,"92,187","85,043","99,331",25.9,23.9,27.9,"62,242","56,810","67,674",24.3,22.2,26.4,52980.00,"51,601","54,359",.,.,.,.,.,.
6,69,CA,San Benito County,"7,260","5,936","8,584",12.7,10.4,15,"2,907","2,358","3,456",18.6,15.1,22.1,"2,020","1,597","2,443",17.4,13.7,21.1,66780.00,"62,959","70,601",.,.,.,.,.,.
6,71,CA,San Bernardino County,"392,242","372,654","411,830",19.2,18.2,20.2,"151,926","142,276","161,576",26.7,25,28.4,"103,355","95,778","110,932",24.9,23.1,26.7,52112.00,"51,062","53,162",.,.,.,.,.,.
6,73,CA,San Diego County,"476,184","455,774","496,594",15.3,14.6,16,"138,588","129,032","148,144",19.4,18.1,20.7,"99,017","91,400","106,634",19.5,18,21,61365.00,"60,604","62,126",.,.,.,.,.,.
6,75,CA,San Francisco County,"113,217","106,286","120,148",13.8,13,14.6,"15,760","12,914","18,606",14.4,11.8,17,"10,527","8,254","12,800",14.7,11.5,17.9,76933.00,"74,905","78,961",.,.,.,.,.,.
6,77,CA,San Joaquin County,"137,451","128,476","146,426",19.8,18.5,21.1,"51,577","46,909","56,245",26.4,24,28.8,"35,869","32,234","39,504",25.1,22.6,27.6,51219.00,"50,039","52,399",.,.,.,.,.,.
